Start_Date,End_Date,Campaign_Name,Campaign_ID,Campaign_Start_Date,Campaign_End_Date,Status,Product_ID,Product_Title,Listing_Format,Current_Price,Available_Stock,Listing_Start,Listing_End,Ad_Impressions_eBay,Total_Ad_Clicks,Units_Sold_with_Ads_Total,Units_Sold_Organic,Total_Units_Sold,Ad_Conversion_Rate,Ad_Attribution_Rate,Total_Revenue_with_Ads,Ad_Spend_excl_VAT,ROAS,Avg_Cost_Per_Sale,Ad_Clicks_eBay,Ad_Clicks_External,Units_Sold_Ads_eBay,Units_Sold_Ads_External,Ad_Revenue_eBay,Ad_Revenue_External,Ad_Spend_eBay_excl_VAT,Ad_Spend_External_excl_VAT,Ad_Conversion_Rate_eBay,Ad_Conversion_Rate_External,Organic_Clicks,Organic_Impressions,CTR,CPC,Revenue_Per_Click,Ad_Efficiency,Has_Revenue,Has_Sales,Organic_Ratio
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284813387920,Überwurfmutter Verbindungsnippel 1/4 3/8 1/2 5/8 MESSING Bördel,Festpreis,4.9,416.0,13. Mai 2022,13. Aug 2025,91281.0,124.0,5.0,10.0,15.0,4.03,33.33,32.7,3.44,9.51,0.69,124.0,0.0,5.0,0.0,32.7,0.0,3.44,0.0,4.03,0.0,77.0,25901.0,0.1358442611277265,0.027741935483870966,0.26370967741935486,9.505813953488373,1,1,66.66666666666666
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285787661516,WC-Sitz clivia stehend abnehmb. ES Scharn.m.Absenkautom.weiss VIGOUR,Festpreis,69.0,45.0,28. Mär 2024,14. Aug 2025,64329.0,184.0,3.0,1.0,4.0,1.63,75.0,207.0,21.66,9.56,7.22,167.0,17.0,2.0,1.0,138.0,69.0,13.59,8.07,1.2,5.88,64.0,20887.0,0.28602962893873685,0.11771739130434783,1.125,9.556786703601109,1,1,25.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285685443820,Waschtisch-Röhrensiphon  TrinnityViega PLUS 1 1/4G 120mm Verstellrohr verchromt,Festpreis,19.5,41.0,04. Feb 2024,04. Aug 2025,20756.0,69.0,6.0,1.0,7.0,8.7,85.71,116.22,13.95,8.33,2.32,66.0,3.0,6.0,0.0,116.22,0.0,13.95,0.0,9.09,0.0,50.0,3738.0,0.3324339949894007,0.20217391304347826,1.6843478260869564,8.331182795698926,1,1,14.285714285714285
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285768345558,Wandkonsole Halterung KLIMA Split Klimagerät Klimaanlage Tragkraft 100-150kg,Festpreis,34.5,207.0,16. Mär 2024,14. Aug 2025,109110.0,184.0,11.0,5.0,16.0,5.98,68.75,558.06,44.64,12.5,4.06,174.0,10.0,11.0,0.0,558.06,0.0,44.64,0.0,6.32,0.0,192.0,23455.0,0.1686371551645129,0.2426086956521739,3.032934782608695,12.501344086021504,1,1,31.25
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286114698675,Value Bördelwerkzeug VET-19-Li,Festpreis,359.99,18.0,18. Okt 2024,14. Aug 2025,283.0,26.0,1.0,4.0,5.0,3.85,20.0,349.99,21.0,16.67,21.0,9.0,17.0,1.0,0.0,349.99,0.0,21.0,0.0,11.11,0.0,11.0,169.0,9.187279151943462,0.8076923076923077,13.461153846153847,16.666190476190476,1,1,80.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285890869369,Univer. Füllventil (Unifill) Impuls380 für den Einbau in UP-Spülkästen 240705001,Festpreis,34.99,57.0,03. Jun 2024,03. Aug 2025,527875.0,1604.0,186.0,11.0,197.0,11.6,94.42,0.0,453.37,12.5,2.44,1596.0,8.0,186.0,0.0,0.0,0.0,453.37,0.0,11.65,0.0,624.0,176608.0,0.3038598152971821,0.2826496259351621,0.0,0.0,0,1,5.583756345177665
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286228852497,Türrahmen Türring wie BOSCH 747527 ,Festpreis,22.5,33.0,23. Dez 2024,14. Aug 2025,2800.0,10.0,1.0,1.0,2.0,10.0,50.0,22.5,1.8,12.5,1.8,10.0,0.0,1.0,0.0,22.5,0.0,1.8,0.0,10.0,0.0,31.0,1639.0,0.35714285714285715,0.18,2.25,12.5,1,1,50.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285674176940,Türmanschette Gummi Waschmaschine wie Samsung DC64-03197A,Festpreis,45.9,16.0,28. Jan 2024,14. Aug 2025,62455.0,149.0,8.0,2.0,10.0,5.37,80.0,339.68,40.76,8.33,5.09,141.0,8.0,6.0,2.0,254.76,84.92,30.57,10.19,4.26,25.0,70.0,18833.0,0.23857177167560645,0.27355704697986577,2.279731543624161,8.333660451422965,1,1,20.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284577497710,Trommelrippe Mitnehmer Rippe VESTEL OK OWM SEG 42097400 Wäschemitnehmer,Festpreis,7.95,15.0,21. Dez 2021,14. Aug 2025,18426.0,33.0,3.0,7.0,10.0,9.09,30.0,23.85,2.17,10.99,0.72,22.0,11.0,3.0,0.0,23.85,0.0,2.17,0.0,13.64,0.0,15.0,4451.0,0.17909475740801042,0.06575757575757575,0.7227272727272728,10.990783410138249,1,1,70.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286109750228,Solar Micro Inverter Wechselrichter 800W / 600W - Wifi drosselbar Balkonkraftwer,Festpreis,115.0,47.0,15. Okt 2024,14. Aug 2025,197795.0,272.0,1.0,2.0,3.0,0.37,33.33,159.9,17.59,9.09,17.59,269.0,3.0,1.0,0.0,159.9,0.0,17.59,0.0,0.37,0.0,128.0,64922.0,0.13751611516974643,0.06466911764705882,0.5878676470588236,9.09039226833428,1,1,66.66666666666666
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285826859528,Silikon Sanitär CARE Bad Fugendicht Fliese Abdichten 310ml UV-beständig,Festpreis,11.99,353.0,23. Apr 2024,14. Aug 2025,165359.0,69.0,17.0,21.0,38.0,24.64,44.74,193.6,15.5,12.49,0.91,50.0,19.0,16.0,1.0,178.4,15.2,14.28,1.22,32.0,5.26,52.0,7407.0,0.04172739312647029,0.2246376811594203,2.8057971014492753,12.490322580645161,1,1,55.26315789473685
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285787726984,Schnellentlüfter mit automatischem Absperrventil 3/8 1/2 Entlüfter Heizung,Festpreis,11.85,338.0,28. Mär 2024,14. Aug 2025,679912.0,1964.0,261.0,93.0,354.0,13.29,73.73,0.0,244.97,12.5,0.94,1960.0,4.0,261.0,0.0,0.0,0.0,244.97,0.0,13.32,0.0,1161.0,382443.0,0.28886091141206505,0.12473014256619144,0.0,0.0,0,1,26.27118644067797
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285425441424,"Saugventilator, Axiallüfter mit Schutzgitter saugend 350mm",Festpreis,95.0,15.0,11. Aug 2023,11. Aug 2025,64247.0,429.0,15.0,8.0,23.0,3.5,65.22,0.0,125.85,11.11,8.39,332.0,97.0,12.0,3.0,0.0,285.0,100.2,25.65,3.61,3.09,195.0,26567.0,0.6677354584649866,0.29335664335664335,0.0,0.0,0,1,34.78260869565217
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285674385332,"Saugschlauch Pumpensumpf Ablaufbalg Bosch 00659871 Neff,Balay,Constructa Gaggena",Festpreis,18.9,3.0,28. Jan 2024,14. Aug 2025,9602.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1618.0,0.15621745469693815,0.0,0.0,0.0,0,1,100.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285919682456,Regler DRC DCB31 1 Fühler 33x77 mm,Festpreis,39.99,31.0,20. Jun 2024,14. Aug 2025,9024.0,32.0,6.0,13.0,19.0,18.75,31.58,251.09,25.41,9.88,4.24,29.0,3.0,6.0,0.0,251.09,0.0,25.41,0.0,20.69,0.0,52.0,2658.0,0.3546099290780142,0.7940625,7.8465625,9.881542699724518,1,1,68.42105263157895
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284929888980,"Lüftermotor, Universal Kondensator Ventilatormotor Kältetechnik ab 5Watt 230V",Festpreis,9.8,466.0,12. Aug 2022,12. Aug 2025,98976.0,798.0,71.0,79.0,150.0,8.9,47.33,0.0,170.7,12.5,2.4,755.0,43.0,70.0,1.0,0.0,33.2,168.04,2.66,9.27,2.33,542.0,43077.0,0.8062560620756547,0.21390977443609022,0.0,0.0,0,1,52.666666666666664
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284495187367,"Lüftermotor, Universal Kondensator Ventilator Motor Kältetechnik ab 5Watt 230V",Festpreis,20.0,240.0,21. Okt 2021,14. Aug 2025,150819.0,697.0,54.0,40.0,94.0,7.75,57.45,0.0,168.59,10.0,3.12,641.0,56.0,53.0,1.0,0.0,35.5,165.04,3.55,8.27,1.79,477.0,49714.0,0.4621433638997739,0.24187948350071736,0.0,0.0,0,1,42.5531914893617
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285327948688,Laugenpumpe Waschmaschine wie 00145787 Siemens Bosch Profilo,Festpreis,15.49,15.0,12. Jun 2023,12. Aug 2025,21234.0,35.0,1.0,8.0,9.0,2.86,11.11,15.49,1.08,14.34,1.08,34.0,1.0,1.0,0.0,15.49,0.0,1.08,0.0,2.94,0.0,46.0,14895.0,0.1648299896392578,0.03085714285714286,0.44257142857142856,14.342592592592592,1,1,88.88888888888889
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285264398790,Kältemittelleitung Kupferrohr 1/4-3/8-1/2-5/8-3/4-7/8 Überwurfmutter,Festpreis,13.99,1207.0,02. Mai 2023,02. Aug 2025,204752.0,392.0,20.0,22.0,42.0,5.1,47.62,0.0,81.73,20.0,4.09,387.0,5.0,20.0,0.0,0.0,0.0,81.73,0.0,5.17,0.0,579.0,99369.0,0.19145112135656794,0.2084948979591837,0.0,0.0,0,1,52.38095238095239
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286255918463,"Kältemittelflasche, Recyclingflasche, Leerflasche 12,5L mit Doppelventil 1/4 SAE",Festpreis,109.99,92.0,09. Jan 2025,09. Aug 2025,7564.0,26.0,7.0,7.0,14.0,26.92,50.0,679.93,68.0,10.0,9.71,11.0,15.0,7.0,0.0,679.93,0.0,68.0,0.0,63.64,0.0,36.0,1211.0,0.3437334743521946,2.6153846153846154,26.151153846153843,9.998970588235293,1,1,50.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285342396973,Kältemittel NEVADA R600a Isobutan R600a 420g 750 ML optional Ventil,Festpreis,14.9,65.0,21. Jun 2023,14. Aug 2025,257936.0,959.0,61.0,18.0,79.0,6.36,77.22,0.0,118.0,14.3,1.93,880.0,79.0,57.0,4.0,0.0,87.12,111.91,6.09,6.48,5.06,524.0,106038.0,0.37179765523230573,0.12304483837330553,0.0,0.0,0,1,22.78481012658228
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284365515572,Kupfer Lötfitting T-Stück 6-9-12-15-19-22 mm Löt Fitting ,Festpreis,1.35,542.0,09. Jul 2021,09. Aug 2025,98412.0,174.0,97.0,58.0,155.0,55.75,62.58,198.53,13.86,14.32,0.14,172.0,2.0,97.0,0.0,198.53,0.0,13.86,0.0,56.4,0.0,246.0,62155.0,0.17680770637727106,0.0796551724137931,1.1409770114942528,14.323953823953824,1,1,37.41935483870968
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284365489629,Kupfer Lötfitting Bogen/Winkel 90° Grad i/i 12-15-19 mm Löt Fitting ,Festpreis,1.0,25.0,09. Jul 2021,09. Aug 2025,8034.0,11.0,2.0,9.0,11.0,18.18,18.18,5.45,0.57,9.56,0.28,10.0,1.0,2.0,0.0,5.45,0.0,0.57,0.0,20.0,0.0,20.0,7890.0,0.13691809808314662,0.05181818181818181,0.4954545454545455,9.561403508771932,1,1,81.81818181818183
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286113504317,Kondensatpumpe Refco Combi,Festpreis,134.99,44.0,17. Okt 2024,14. Aug 2025,11502.0,60.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2259.0,0.5216484089723527,0.0,0.0,0.0,0,1,100.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284941888008,Kondensator Anlaufkondensator Motorkondensator 400-450 V µF MF uF,Festpreis,9.9,328.0,23. Aug 2022,14. Aug 2025,1237614.0,3986.0,202.0,51.0,253.0,5.07,79.84,0.0,238.44,9.01,1.18,3680.0,306.0,195.0,7.0,0.0,74.9,230.13,8.31,5.3,2.29,1702.0,282794.0,0.3220713404987338,0.05981936778725539,0.0,0.0,0,1,20.158102766798418
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285360647609,Klimaanlagenreiniger Klima Reiniger 6000ml Klima Fresh,Festpreis,45.0,88.0,02. Jul 2023,02. Aug 2025,3512.0,36.0,3.0,9.0,12.0,8.33,25.0,130.5,9.14,14.28,3.05,12.0,24.0,2.0,1.0,90.0,40.5,6.3,2.84,16.67,4.17,21.0,1426.0,1.0250569476082005,0.2538888888888889,3.625,14.277899343544856,1,1,75.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285360646101,Klimaanlagenreiniger Klima Reiniger 1000ml Klima Fresh,Festpreis,14.5,105.0,02. Jul 2023,02. Aug 2025,12727.0,46.0,4.0,8.0,12.0,8.7,33.33,72.0,5.06,14.23,1.26,19.0,27.0,3.0,1.0,50.5,21.5,3.55,1.51,15.79,3.7,29.0,2247.0,0.3614363164924963,0.10999999999999999,1.565217391304348,14.229249011857709,1,1,66.66666666666666
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,284943689613,Klimaanlage Kältemittel 1 x Schlauch kfz Füllschlauch+Adapter R134A,Festpreis,11.99,12.0,25. Aug 2022,14. Aug 2025,50521.0,273.0,5.0,8.0,13.0,1.83,38.46,70.65,6.36,11.11,1.27,185.0,88.0,3.0,2.0,46.67,23.98,4.2,2.16,1.62,2.27,225.0,29416.0,0.5403693513588409,0.0232967032967033,0.2587912087912088,11.108490566037736,1,1,61.53846153846154
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285768654487,Kautschuk-Klebeband 50 mm x 3 mm K-FLEX schwarz 10 m-Rolle selbstklebend,Festpreis,12.5,282.0,16. Mär 2024,14. Aug 2025,522159.0,1086.0,203.0,36.0,239.0,18.69,84.94,0.0,279.04,12.5,1.37,1082.0,4.0,202.0,1.0,0.0,11.5,278.12,0.92,18.67,25.0,636.0,179748.0,0.2079826259817412,0.2569429097605893,0.0,0.0,0,1,15.062761506276152
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,284918618977,"Hepa Filter Bosch BSG81466/09 BSG 81466/14 Ergomaxx BBZ151HF Siemens BSG8, VS08G",Festpreis,8.99,4.0,02. Aug 2022,02. Aug 2025,25492.0,71.0,9.0,3.0,12.0,12.68,75.0,80.91,9.99,8.1,1.11,69.0,2.0,9.0,0.0,80.91,0.0,9.99,0.0,13.04,0.0,39.0,4926.0,0.27851875098069984,0.1407042253521127,1.1395774647887325,8.0990990990991,1,1,25.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,286002521194,GTB 600/800W Wechselrichter Microinverter WIFI App Steuerung/Anschlusskabel,Festpreis,105.0,37.0,09. Aug 2024,09. Aug 2025,890621.0,1189.0,40.0,20.0,60.0,3.36,66.67,0.0,444.0,9.09,11.1,1115.0,74.0,38.0,2.0,0.0,210.0,420.9,23.1,3.41,2.7,660.0,141172.0,0.13350235397548452,0.37342304457527337,0.0,0.0,0,1,33.33333333333333
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285787690398,Geberit CleanLine 20 Duschrinne incl. Rohbauset Edelstahl Duschrinne,Festpreis,460.0,1.0,28. Mär 2024,14. Aug 2025,29838.0,88.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,6387.0,0.2949259333735505,0.0,0.0,0.0,0,1,100.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285008404580,"Filter Set Hepafilter + Motorschutzfilter geeignet für Bosch, BGL35MON13/01",Festpreis,14.9,15.0,20. Okt 2022,14. Aug 2025,18148.0,65.0,9.0,3.0,12.0,13.85,75.0,132.61,14.6,9.08,1.62,64.0,1.0,9.0,0.0,132.61,0.0,14.6,0.0,14.06,0.0,28.0,3016.0,0.35816618911174786,0.2246153846153846,2.040153846153846,9.082876712328769,1,1,25.0
19. Aug 2024,17. Sep 2025,Standard-Kampagne,12546691015,20. Okt 2021,,Beendet/Entfernt,285677092122,Edelstahl Flexschlauch 1/2  3/4  1 Panzerschlauch Sanitär Hauswasserwerk,Festpreis,13.35,303.0,30. Jan 2024,30. Jul 2025,244625.0,400.0,10.0,10.0,20.0,2.5,50.0,211.07,8.44,25.01,0.84,400.0,0.0,10.0,0.0,211.07,0.0,8.44,0.0,2.5,0.0,387.0,44414.0,0.16351558507920286,0.021099999999999997,0.527675,25.00829383886256,1,1,50.0
19. Aug 2024,17. Sep 2025,Dynamische Kampagne 19.03.2023 16:44:34,13622038015,19. Mär 2023,,Beendet/Entfernt,285939537400,"EBM Papst Lüfter Typ 4650 N 220 Volt, 18 Watt Zapfanlage",Festpreis,25.99,27.0,03. Jul 2024,03. Aug 2025,26431.0,117.0,88.0,40.0,128.0,75.21,68.75,0.0,198.92,11.11,2.26,105.0,12.0,88.0,0.0,0.0,0.0,198.92,0.0,83.81,0.0,86.0,7057.0,0.4426620256516968,1.7001709401709402,0.0,0.0,0,1,31.25
